acc_cell_type,f1_cell_type,dataset,n_cells,n_cell_types,model
0.7175454911721625,0.7162011358492024,HLCA,1,4,CellTypist
0.5816073243450495,0.5618579117537,HLCA,1,4,CellTypist
0.6165299709785497,0.5950551986600614,HLCA,1,5,CellTypist
0.6204823563704088,0.6175135199718389,HLCA,1,5,CellTypist
0.5879791254093043,0.561432974164742,HLCA,1,5,CellTypist
0.6303907294004862,0.5946268508533413,HLCA,1,5,CellTypist
0.5469523646078421,0.5194214277216999,HLCA,1,5,CellTypist
0.5291150821139922,0.5031649667765145,HLCA,1,5,CellTypist
0.6741211495614222,0.6890953762519295,HLCA,1,5,CellTypist
0.580957810393115,0.5369382568084523,HLCA,1,5,CellTypist
0.7025756961069609,0.708495067453201,HLCA,1,5,CellTypist
0.6132237359149697,0.6053450215508392,HLCA,1,5,CellTypist
0.5087606728904286,0.4996093807674406,HLCA,1,6,CellTypist
0.4681745234771843,0.5046867540325823,HLCA,1,6,CellTypist
0.6834260067429473,0.6754807011325986,HLCA,1,6,CellTypist
0.6804215814543063,0.678832487202362,HLCA,1,6,CellTypist
0.6267931133303483,0.6348132099097091,HLCA,1,6,CellTypist
0.6221541530785092,0.6287009960253566,HLCA,1,6,CellTypist
0.478769682510596,0.5037906540413726,HLCA,1,6,CellTypist
0.5675950075047494,0.5711614395832099,HLCA,1,6,CellTypist
0.6605604468420069,0.6224136970266568,HLCA,1,6,CellTypist
0.6151127219271936,0.6457138003422686,HLCA,1,6,CellTypist
0.6492186494084949,0.6235879213906058,HLCA,1,7,CellTypist
0.7370026955652133,0.7527846270200568,HLCA,1,7,CellTypist
0.6337456008425109,0.6193625581253341,HLCA,1,7,CellTypist
0.6596311034389922,0.6793971858561881,HLCA,1,7,CellTypist
0.6025320624350622,0.6206634414342742,HLCA,1,7,CellTypist
0.6967834492442331,0.7189936393795986,HLCA,1,7,CellTypist
0.618883133959784,0.6223417405571693,HLCA,1,7,CellTypist
0.6738970054912199,0.6793374481048977,HLCA,1,7,CellTypist
0.6467199020857242,0.6601208014557768,HLCA,1,7,CellTypist
0.6532724551738599,0.663717935768128,HLCA,1,7,CellTypist
0.6714514838048005,0.662507819420598,HLCA,1,8,CellTypist
0.5962173261379357,0.5939489735036794,HLCA,1,8,CellTypist
0.5737009812558519,0.560042742183646,HLCA,1,8,CellTypist
0.6014955197831874,0.5820560534750903,HLCA,1,8,CellTypist
0.6255475821713854,0.6107089166466562,HLCA,1,8,CellTypist
0.5876905733795366,0.5614027158350743,HLCA,1,8,CellTypist
0.6326162951738512,0.621190020001275,HLCA,1,8,CellTypist
0.6130656511989576,0.6066006380576702,HLCA,1,8,CellTypist
0.6647368216908034,0.6571132022342371,HLCA,1,8,CellTypist
0.622575568450882,0.614510521334019,HLCA,1,8,CellTypist
0.8704115605298576,0.8721450118508942,Immune,1,2,CellTypist
0.8704115605298576,0.8721450118508942,Immune,1,2,CellTypist
0.868392717999575,0.8701932697356038,Immune,1,2,CellTypist
0.8704115605298576,0.8721450118508942,Immune,1,2,CellTypist
0.868392717999575,0.8701932697356038,Immune,1,2,CellTypist
0.868392717999575,0.8701932697356038,Immune,1,2,CellTypist
0.8704115605298576,0.8721450118508942,Immune,1,2,CellTypist
0.868392717999575,0.8701932697356038,Immune,1,2,CellTypist
0.868392717999575,0.8701932697356038,Immune,1,2,CellTypist
0.868392717999575,0.8701932697356038,Immune,1,2,CellTypist
0.3737101839389861,0.2237313871346002,Immune,1,3,CellTypist
0.5796321220278151,0.4595059353213602,Immune,1,3,CellTypist
0.3337819650067294,0.1479034077151886,Immune,1,3,CellTypist
0.3422471986756183,0.1656078952068423,Immune,1,3,CellTypist
0.410887844705228,0.2822875917205225,Immune,1,3,CellTypist
0.5195154777927322,0.4083282159991699,Immune,1,3,CellTypist
0.3342305966801256,0.1497390313264006,Immune,1,3,CellTypist
0.3341718285544877,0.1488343493144004,Immune,1,3,CellTypist
0.3454463885150292,0.1717340942349773,Immune,1,3,CellTypist
0.3463436518618215,0.1735055320816781,Immune,1,3,CellTypist
0.2636672558994071,0.1238932554779789,Immune,1,4,CellTypist
0.3540476352597562,0.2297591011977139,Immune,1,4,CellTypist
0.25,0.0937779100922893,Immune,1,4,CellTypist
0.2503364737550471,0.0944916748977,Immune,1,4,CellTypist
0.2503364737550471,0.0948727372789453,Immune,1,4,CellTypist
0.25,0.0933609958506224,Immune,1,4,CellTypist
0.2773336855027905,0.1439163062947795,Immune,1,4,CellTypist
0.2708418332653339,0.1346418858264588,Immune,1,4,CellTypist
0.2960969044414536,0.1733935804800613,Immune,1,4,CellTypist
0.2510094212651413,0.0960110527396237,Immune,1,4,CellTypist
0.3331330786196758,0.2408432398472207,Immune,1,5,CellTypist
0.2786431220858874,0.1874448043434053,Immune,1,5,CellTypist
0.2358637526155345,0.1323212180955958,Immune,1,5,CellTypist
0.2118144922311731,0.089723477738121,Immune,1,5,CellTypist
0.2419059508098493,0.1385265268783767,Immune,1,5,CellTypist
0.3265957553143664,0.2539821360915503,Immune,1,5,CellTypist
0.2706473886844048,0.1815866709799309,Immune,1,5,CellTypist
0.2622523480869377,0.1653590817960634,Immune,1,5,CellTypist
0.3362813694659422,0.2576268037168001,Immune,1,5,CellTypist
0.2668289491350565,0.1707221601778659,Immune,1,5,CellTypist
0.2711907477378224,0.2018141865264851,Immune,1,6,CellTypist
0.2254749223785291,0.1437807059096736,Immune,1,6,CellTypist
0.2865830098551536,0.2117907979714043,Immune,1,6,CellTypist
0.3944017642685555,0.3464003710889965,Immune,1,6,CellTypist
0.2318474144867039,0.1620242518205727,Immune,1,6,CellTypist
0.2637514006157664,0.2070299429030393,Immune,1,6,CellTypist
0.2656257732610518,0.2062052422017041,Immune,1,6,CellTypist
0.2262879253561608,0.1480787501787744,Immune,1,6,CellTypist
0.2603595873609675,0.1756388975279188,Immune,1,6,CellTypist
0.3809932183131975,0.3139070162697085,Immune,1,6,CellTypist
0.2205670010716591,0.1561198834430419,Immune,1,7,CellTypist
0.2552518621596437,0.2042437457685921,Immune,1,7,CellTypist
0.2055963285697521,0.1382499674517351,Immune,1,7,CellTypist
0.2587217893686572,0.1982063739158269,Immune,1,7,CellTypist
0.21120622691511,0.1433280591786148,Immune,1,7,CellTypist
0.1962905580831659,0.1288265451163624,Immune,1,7,CellTypist
0.237845176733809,0.1715651782574545,Immune,1,7,CellTypist
0.3582165877903258,0.2863112001804279,Immune,1,7,CellTypist
0.2199774016364741,0.1559670367102148,Immune,1,7,CellTypist
0.3468920503318815,0.2986175980158318,Immune,1,7,CellTypist
0.2900155788460082,0.2464318107504998,Immune,1,8,CellTypist
0.2401447644061297,0.1767489820051822,Immune,1,8,CellTypist
0.2184150374934568,0.1448235658749318,Immune,1,8,CellTypist
0.1779743209285073,0.1232240469233692,Immune,1,8,CellTypist
0.2266557164807059,0.1752367413475281,Immune,1,8,CellTypist
0.319514340079852,0.2859194370611693,Immune,1,8,CellTypist
0.2686222319524907,0.2079071001024107,Immune,1,8,CellTypist
0.2007981525134534,0.1530428282068461,Immune,1,8,CellTypist
0.1957569978191147,0.1480516379057259,Immune,1,8,CellTypist
0.2054340214297947,0.1609368096450512,Immune,1,8,CellTypist
